OmniClass_Code,OmniClass_Title,Description
22-46 05 05,Selective Demolition for Water and Wastewater Equipment,Selective demolition work for water and wastewater treatment equipment.
22-46 06 00,Schedules for Water and Wastewater Equipment,Schedules for water and wastewater treatment equipment.
22-46 06 07,Schedules for Packaged Treatment Equipment,Schedules for packaged water and wastewater treatment equipment.
22-46 06 20,Schedules for Preliminary Treatment Equipment,Schedules for preliminary water and wastewater treatment equipment.
22-46 06 30,Schedules for Chemical Feed Equipment,Schedules for chemical feed equipment for water and wastewater treatment.
22-46 06 40,Schedules for Clarification and Mixing Equipment,Schedules for clarification and mixing equipment for water and wastewater treatment.
22-46 06 50,Schedules for Secondary Treatment Equipment,Schedules for secondary water and wastewater treatment equipment.
22-46 06 60,Schedules for Advanced Treatment Equipment,Schedules for advanced water and wastewater treatment equipment.
22-46 06 70,Schedules for Residuals Handling and Treatment,Schedules for residuals handling and treatment for water and wastewater.
22-46 07 00,Packaged Water and Wastewater Treatment Equipment,Packaged water and wastewater treatment equipment.
22-46 07 13,Packaged Water Treatment Equipment,Packaged water treatment equipment.
22-46 07 53,Packaged Wastewater Treatment Equipment,Packaged wastewater treatment equipment.
22-46 08 00,Commissioning of Water and Wastewater Equipment,Commissioning of water and wastewater treatment equipment.
22-46 08 07,Commissioning of Packaged Treatment Equipment,Commissioning of packaged water and wastewater treatment equipment.
22-46 08 20,Commissioning of Preliminary Treatment Equipment,Commissioning of preliminary water and wastewater treatment equipment.
22-46 08 30,Commissioning of Chemical Feed Equipment,Commissioning of chemical feed equipment for water and wastewater treatment.
22-46 08 40,Commissioning of Clarification and Mixing Equipment,Commissioning of clarification and mixing equipment for water and wastewater treatment.
22-46 08 50,Commissioning of Secondary Treatment Equipment,Commissioning of secondary water and wastewater treatment equipment.
22-46 08 60,Commissioning of Advanced Treatment Equipment,Commissioning of advanced water and wastewater treatment equipment.
22-46 08 70,Commissioning of Residuals Handling and Treatment,Commissioning of residuals handling and treatment for water and wastewater.
22-46 20 00,Water and Wastewater Preliminary Treatment Equipment,Equipment used for preliminary water and wastewater treatment.
22-46 21 00,Screening Equipment,Equipment used for screening water and wastewater.
22-46 21 11,Climber-type Bar Screens,Climber-type bar screens for water and wastewater screening.
22-46 21 13,Chain-and-Rake Bar Screens,Chain-and-rake bar screens for water and wastewater screening.
22-46 21 16,Flexible Rake Bar Screens,Flexible rake bar screens for water and wastewater screening.
22-46 21 17,Catenary Bar Screens,Catenary bar screens for water and wastewater screening.
22-46 21 19,Continuous Belt Screens,Continuous belt screens for water and wastewater screening.
22-46 21 23,Cylindrical Bar Screens,Cylindrical bar screens for water and wastewater screening.
22-46 21 26,Step Screens,Step screens for water and wastewater screening.
22-46 21 33,Rotary Drum Screens,Rotary drum screens for water and wastewater screening.
22-46 21 39,Spiral Screens,Spiral screens for water and wastewater screening.
22-46 21 43,Band Screens,Band screens for water and wastewater screening.
22-46 21 46,Disc Screens,Disc screens for water and wastewater screening.
22-46 21 51,Traveling Water Screens,Traveling water screens that filter out debris and solids from water or wastewater.
22-46 21 53,Perforated Plate Screens,Perforated plate screens that filter out debris and solids from water or wastewater.
22-46 21 56,Wedge Wire Screens,Wedge wire screens that filter out debris and solids from water or wastewater.
22-46 21 57,Element Screens,Element screens that filter out debris and solids from water or wastewater.
22-46 21 71,Trash Raking Equipment,Equipment used to remove and handle trash and debris from water or wastewater.
22-46 21 73,Screenings Washing and Compacting Equipment,Equipment used to wash and compact screenings removed from water or wastewater.
22-46 21 76,Vacuum Screenings Conveying Equipment,Equipment used to convey screenings removed from water or wastewater using a vacuum.
22-46 21 79,Screenings Storage Containers,Containers used to store screenings removed from water or wastewater.
22-46 21 83,Septage Receiving Equipment,Equipment used to receive and handle septage (septic tank waste).
22-46 23 00,Grit Removal and Handling Equipment,Equipment used to remove and handle grit from water or wastewater.
22-46 23 13,Chain-and-Bucket Grit Removal Equipment,Chain-and-bucket equipment used to remove grit from water or wastewater.
22-46 23 16,Chain-and-Flight Grit Removal Equipment,Chain-and-flight equipment used to remove grit from water or wastewater.
22-46 23 23,Vortex Grit Removal Equipment,Vortex equipment used to remove grit from water or wastewater.
22-46 23 27,Cyclone Degritters,Cyclone equipment used to remove grit from water or wastewater.
22-46 23 33,Aerated Grit Removal Equipment,Aerated equipment used to remove grit from water or wastewater.
22-46 23 43,Inline Baffled Grit Removal Equipment,Inline baffled equipment used to remove grit from water or wastewater.
22-46 23 53,Traveling Bridge Grit Removal Equipment,Traveling bridge equipment used to remove grit from water or wastewater.
22-46 23 63,Grit Classifying and Washing Equipment,Equipment used to classify and wash grit removed from water or wastewater.
22-46 23 66,Grit Storage Containers,Containers used to store grit removed from water or wastewater.
22-46 24 00,Grinding and Shredding Equipment,Equipment used to grind or shred solids in water or wastewater.
22-46 24 13,Macerators,Macerators used to grind or shred solids in water or wastewater.
22-46 24 16,Comminutors,Comminutors used to grind or shred solids in water or wastewater.
22-46 24 23,Inline Grinders,Inline grinders used to grind or shred solids in water or wastewater.
22-46 24 33,Open-channel Grinders,Open-channel grinders used to grind or shred solids in water or wastewater.
22-46 24 36,Modular Grinding-Screening-Compacting Equipment,"Modular equipment that grinds, screens, and compacts solids in water or wastewater."
22-46 25 00,Oil and Grease Separation and Removal Equipment,Equipment used to separate and remove oil and grease from water or wastewater.
22-46 25 13,Coalescing Oil-Water Separators,Coalescing oil-water separators used to remove oil from water or wastewater.
22-46 25 16,API Oil-Water Separators,API oil-water separators used to remove oil from water or wastewater.
22-46 25 23,Grease Traps,Grease traps used to remove grease from water or wastewater.
22-46 25 33,Dissolved Air Flotation Grease and Oil Separation Equipment,Dissolved air flotation equipment used to remove grease and oil from water or wastewater.
22-46 25 41,Helical Scum Skimming and Removal Equipment,Helical equipment used to skim and remove scum from water or wastewater.
22-46 25 43,Tipping Trough Scum Skimming and Removal Equipment,Tipping trough equipment used to skim and remove scum from water or wastewater.
22-46 25 46,Chain and Flight Scum Collection and Removal Equipment,Chain and flight equipment used to collect and remove scum from water or wastewater.
22-46 25 47,Floating Scum Skimming and Removal Equipment,Floating equipment used to skim and remove scum from water or wastewater.
22-46 30 00,Water and Wastewater Chemical Feed Equipment,Equipment used to feed chemicals into water or wastewater treatment processes.
22-46 31 00,Gas Chemical Feed Equipment,Equipment used to feed gaseous chemicals into water or wastewater treatment processes.
22-46 31 11,Chlorine Gas Feed Equipment,Equipment used to feed chlorine gas into water or wastewater treatment processes.
22-46 31 13,Sulfur Dioxide Gas Feed Equipment,Equipment used to feed sulfur dioxide gas into water or wastewater treatment processes.
22-46 31 16,Ammonia Gas Feed Equipment,Equipment used to feed ammonia gas into water or wastewater treatment processes.
22-46 31 23,"Gas Storage, Weighing, and Leak Detection Equipment","Equipment used to store, weigh, and detect leaks of gas chemicals."
22-46 31 26,Emergency Gas Treatment Systems,Systems used to treat gas chemicals in emergency situations.
22-46 31 33,Chlorine Dioxide Reactors,Reactors used to generate and feed chlorine dioxide into water or wastewater.
22-46 31 43,Carbon Dioxide Gas Feed Equipment,Equipment used to feed carbon dioxide gas into water or wastewater treatment processes.
22-46 31 53,Ozone Generating and Feed Equipment,Equipment used to generate and feed ozone into water or wastewater treatment processes.
22-46 31 56,Liquid Oxygen Storage and Feed Equipment,Equipment used to store and feed liquid oxygen into water or wastewater treatment processes.
22-46 31 59,Cleaning Requirements for Oxygen Service,Requirements for cleaning equipment used in oxygen service.
22-46 31 83,Gas Chemical Feed Accessories and Safety Equipment,Accessories and safety equipment used with gas chemical feed systems.
22-46 33 00,Liquid Chemical Feed Equipment,Equipment used to feed liquid chemicals into water or wastewater treatment processes.
22-46 33 13,Sodium Hypochlorite Generating Equipment,Equipment used to generate and feed sodium hypochlorite into water or wastewater.
22-46 33 23,Liquid Chemical Weighing Equipment,Equipment used to weigh and measure liquid chemicals for water or wastewater treatment.
22-46 33 33,Polymer Blending and Feed Equipment,Equipment used to blend and feed polymers for water and wastewater treatment processes.
